time,ax,ay,az,atotal
21.82,0.73,-0.3,-0.48,0.92
21.829,0.82,-0.14,-0.5,0.97
21.839,0.88,-0.13,-0.53,1.03
21.849,0.92,-0.15,-0.55,1.09
21.859,0.98,-0.11,-0.56,1.13
21.869,1.03,-0.09,-0.56,1.18
21.879,1.13,-0.09,-0.57,1.26
21.89,1.21,-0.07,-0.56,1.33
21.899,1.28,-0.03,-0.53,1.39
21.909,1.34,0.17,-0.52,1.45
21.919,1.4,0.3,-0.46,1.51
21.929,1.45,0.18,-0.4,1.51
21.939,1.48,0.03,-0.37,1.53
21.949,1.49,0.05,-0.37,1.54
21.959,1.49,0.09,-0.4,1.55
21.969,1.47,0.01,-0.47,1.54
21.979,1.44,-0.03,-0.54,1.54
21.989,1.42,0.07,-0.59,1.54
21.999,1.42,0.11,-0.64,1.56
22.009,1.39,0.11,-0.63,1.53
22.019,1.36,0.04,-0.61,1.49
22.029,1.29,0.07,-0.56,1.4
22.039,1.21,0.13,-0.51,1.32
22.049,1.13,0.13,-0.5,1.24
22.058,1.04,0.16,-0.46,1.15
22.069,0.98,0.24,-0.44,1.1
22.078,0.94,0.3,-0.42,1.07
22.088,0.9,0.3,-0.41,1.03
22.098,0.85,0.34,-0.39,0.99
22.108,0.78,0.35,-0.4,0.94
22.118,0.73,0.31,-0.39,0.88
22.128,0.66,0.3,-0.39,0.82
22.138,0.61,0.25,-0.4,0.77
22.148,0.55,0.25,-0.41,0.73
22.158,0.5,0.21,-0.41,0.68
22.168,0.46,0.24,-0.43,0.67
22.178,0.44,0.37,-0.41,0.7
22.188,0.41,0.35,-0.36,0.65
22.198,0.36,0.23,-0.33,0.55
22.208,0.33,0.15,-0.28,0.46
22.218,0.33,0.04,-0.22,0.4
22.228,0.29,-0.1,-0.16,0.35
22.238,0.26,-0.16,-0.11,0.33
22.248,0.24,-0.2,-0.07,0.32
22.257,0.21,-0.29,-0.03,0.35
22.268,0.18,-0.28,0.02,0.34
22.277,0.17,-0.29,0.05,0.34
22.288,0.13,-0.38,0.1,0.41
22.298,0.09,-0.4,0.12,0.42
22.307,0.05,-0.37,0.17,0.41
22.317,-0.01,-0.35,0.19,0.4
22.327,-0.06,-0.29,0.23,0.37
22.337,-0.08,-0.2,0.29,0.36
22.347,-0.12,-0.18,0.35,0.41
22.357,-0.12,-0.14,0.42,0.46
22.367,-0.13,-0.21,0.49,0.54
22.377,-0.12,-0.25,0.54,0.61
22.387,-0.14,-0.19,0.57,0.62
22.397,-0.12,-0.09,0.59,0.61
22.407,-0.13,-0.03,0.62,0.63
22.417,-0.14,-0.04,0.62,0.63
22.427,-0.14,-0.03,0.63,0.64
22.437,-0.1,0.03,0.65,0.65
22.447,-0.09,0.01,0.64,0.65
22.457,-0.06,-0.02,0.64,0.65
22.467,-0.03,-0.05,0.67,0.67
22.477,-0.02,-0.11,0.67,0.68
22.487,0.01,-0.15,0.68,0.69
22.497,0.01,-0.28,0.67,0.72
22.507,0.01,-0.38,0.66,0.76
22.517,0.01,-0.4,0.63,0.75
22.527,0.02,-0.35,0.59,0.69
22.536,0.0,-0.26,0.55,0.61
22.547,-0.02,-0.15,0.53,0.55
22.556,-0.05,-0.14,0.53,0.55
22.566,-0.08,-0.21,0.53,0.57
22.576,-0.11,-0.22,0.52,0.58
22.586,-0.12,-0.13,0.51,0.54
22.596,-0.13,-0.09,0.5,0.52
22.607,-0.11,-0.08,0.48,0.5
22.616,-0.12,-0.04,0.46,0.47
22.626,-0.11,-0.03,0.43,0.44
22.636,-0.07,-0.01,0.4,0.41
22.646,-0.03,0.01,0.35,0.35
22.656,0.01,0.03,0.3,0.31
22.666,0.01,0.04,0.27,0.28
22.676,0.04,0.02,0.21,0.22
22.686,0.02,-0.01,0.15,0.15
22.696,0.02,0.01,0.1,0.1
22.706,0.0,0.04,0.08,0.09
22.716,-0.04,0.03,0.06,0.07
22.726,-0.06,0.02,0.02,0.06
22.736,-0.09,-0.03,-0.0,0.1
22.746,-0.12,-0.1,-0.02,0.16
22.756,-0.13,-0.11,-0.07,0.19
22.766,-0.14,-0.08,-0.1,0.19
22.775,-0.12,-0.08,-0.16,0.22
22.785,-0.12,-0.1,-0.21,0.26
22.795,-0.09,-0.06,-0.25,0.28
22.805,-0.06,-0.06,-0.29,0.3
22.815,-0.02,-0.09,-0.31,0.32
22.825,0.01,-0.12,-0.32,0.34
22.835,0.05,-0.17,-0.34,0.38
22.845,0.08,-0.13,-0.33,0.37
22.855,0.1,-0.0,-0.36,0.37
22.865,0.1,0.1,-0.38,0.41
22.875,0.1,0.14,-0.38,0.42
22.885,0.08,0.17,-0.38,0.42
22.895,0.07,0.15,-0.37,0.41
22.905,0.05,0.13,-0.37,0.4
22.915,0.05,0.15,-0.37,0.4
22.925,0.04,0.19,-0.35,0.4
22.935,0.04,0.15,-0.33,0.36
22.945,0.03,0.07,-0.34,0.35
22.955,0.03,0.01,-0.35,0.35
22.965,0.01,-0.06,-0.37,0.38
22.975,0.01,-0.08,-0.41,0.42
22.985,0.03,-0.08,-0.44,0.44
22.994,0.06,-0.08,-0.45,0.46
23.005,0.05,-0.05,-0.48,0.48
23.014,0.04,-0.06,-0.49,0.49
23.024,0.04,-0.06,-0.48,0.48
23.034,0.02,-0.07,-0.48,0.49
23.044,-0.01,-0.05,-0.49,0.49
23.054,-0.04,-0.02,-0.48,0.49
23.064,-0.07,0.04,-0.45,0.46
23.074,-0.1,0.04,-0.41,0.43
23.084,-0.13,-0.0,-0.22,0.26
23.094,-0.1,-0.05,-0.1,0.15
23.104,-0.07,0.02,-0.21,0.23
23.114,-0.03,0.08,-0.29,0.3
23.124,0.01,0.14,-0.4,0.42
23.134,0.02,0.14,-0.45,0.47
23.144,0.04,0.06,-0.46,0.46
23.154,0.05,-0.01,-0.44,0.44
23.164,0.08,0.0,-0.37,0.38
23.174,0.11,-0.01,-0.24,0.26
